"uri_hls";"name";"definition";"birthdate";"new_uri_wikidata";"gv_uri_wikidata";"new_uri_idref";"gv_uri_idref";"new_uri_viaf";"gv_uri_viaf"
"https://hls-dhs-dss.ch/articles/006307";"Fritz Ganz";"Swiss cyclist and politician (1916-1992)";"(1916, 2, 20)";"http://www.wikidata.org/entity/Q17388370";"http://www.wikidata.org/entity/Q17388370";"";"";"http://viaf.org/viaf/308727766";"http://viaf.org/viaf/308727766"
"https://hls-dhs-dss.ch/articles/046155";"Henri de Saussure";"Swiss zoologist (1829-1905)";"(1829, 11, 27)";"http://www.wikidata.org/entity/Q123776";"http://www.wikidata.org/entity/Q123776";"http://www.idref.fr/033555494/id";"";"http://viaf.org/viaf/72160474";"http://viaf.org/viaf/72160474"
"https://hls-dhs-dss.ch/articles/005118";"Heinrich Ludwig Attenhofer";"Swiss physician and ethnographer (1783-1856)";"(1783, 4, 2)";"http://www.wikidata.org/entity/Q55675642";"";"http://www.idref.fr/159185580/id";"http://www.idref.fr/159185580/id";"http://viaf.org/viaf/3267090";""
"https://hls-dhs-dss.ch/articles/016054";"Charles Ferdinand Ramuz";"Swiss writer (1878-1947)";"(1878, 9, 24)";"http://www.wikidata.org/entity/Q123635";"http://www.wikidata.org/entity/Q123635";"http://www.idref.fr/027089215/id";"";"http://viaf.org/viaf/22147577";"http://viaf.org/viaf/22147577"
"https://hls-dhs-dss.ch/articles/014043";"Otto Furrer";"Swiss alpine and cross-country skier (1903-1951)";"(1903, 10, 19)";"http://www.wikidata.org/entity/Q115961";"http://www.wikidata.org/entity/Q115961";"";"";"http://viaf.org/viaf/308179142";"http://viaf.org/viaf/308179142"
"https://hls-dhs-dss.ch/articles/042916";"Anton Marty";"Swiss philosopher and educationist (1847-1914)";"(1847, 10, 18)";"http://www.wikidata.org/entity/Q123379";"http://www.wikidata.org/entity/Q123379";"http://www.idref.fr/034439846/id";"";"http://viaf.org/viaf/7497024";"http://viaf.org/viaf/7497024"
"https://hls-dhs-dss.ch/articles/015896";"Jean-André Deluc";"Swiss geologist and meteorologist (1727–1817)";"(1727, 2, 8)";"http://www.wikidata.org/entity/Q123670";"";"http://www.idref.fr/030959977/id";"http://www.idref.fr/030959977/id";"http://viaf.org/viaf/103105362";""
"https://hls-dhs-dss.ch/articles/022116";"John Webber";"English artist (1753-1791)";"(1751, 10, 6)";"http://www.wikidata.org/entity/Q323505";"http://wikidata.org/entity/Q323505";"http://www.idref.fr/07666595X/id";"http://www.idref.fr/07666595X/id";"http://viaf.org/viaf/120740132";""
"https://hls-dhs-dss.ch/articles/026409";"Filippo Maria Visconti";"Archbishop of Milan";"(1721, 8, 19)";"http://www.wikidata.org/entity/Q1238368";"http://www.wikidata.org/entity/Q1238368";"";"";"";"http://viaf.org/viaf/34882488"
"https://hls-dhs-dss.ch/articles/014637";"Henri Secretan";"Swiss physician (1856-1916)";"(1856, 1, 1)";"http://www.wikidata.org/entity/Q2949463";"http://www.wikidata.org/entity/Q2949463";"http://www.idref.fr/092608981/id";"";"http://viaf.org/viaf/26754817";"http://viaf.org/viaf/26754817"
"https://hls-dhs-dss.ch/articles/015216";"Emmanuel Develey";"(1764-1839)";"(1764, 5, 27)";"http://www.wikidata.org/entity/Q50659533";"";"http://www.idref.fr/133261174/id";"http://www.idref.fr/133261174/id";"http://viaf.org/viaf/29890468";""
"https://hls-dhs-dss.ch/articles/026182";"Henri Struve";"swiss geologist";"(1751, 9, 6)";"http://www.wikidata.org/entity/Q52148234";"";"http://www.idref.fr/074777556/id";"http://www.idref.fr/074777556/id";"http://viaf.org/viaf/74200718";""
"https://hls-dhs-dss.ch/articles/011461";"Victor Hugo";"French novelist, poet, and dramatist (1802–1885)";"(1802, 2, 26)";"http://www.wikidata.org/entity/Q535";"http://www.wikidata.org/entity/Q535";"";"";"";"http://viaf.org/viaf/9847974"
"https://hls-dhs-dss.ch/articles/009569";"Robert Trösch";"Swiss actor (1911-1986)";"(1911, 11, 25)";"http://www.wikidata.org/entity/Q120172";"http://www.wikidata.org/entity/Q120172";"";"";"http://viaf.org/viaf/35468673";"http://viaf.org/viaf/35468673"
"https://hls-dhs-dss.ch/articles/047888";"José Fontana";"Portuguese politician (1840-1876)";"(1840, 10, 28)";"http://www.wikidata.org/entity/Q10309414";"http://www.wikidata.org/entity/Q10309414";"";"";"http://viaf.org/viaf/50549861";"http://viaf.org/viaf/50549861"
"https://hls-dhs-dss.ch/articles/031222";"Dominique Chabrey";"botanist (1610-1669)";"(1610, 10, 23)";"http://www.wikidata.org/entity/Q21508118";"http://wikidata.org/entity/Q21508118";"http://www.idref.fr/086033611/id";"http://www.idref.fr/086033611/id";"http://viaf.org/viaf/7504827";""
"https://hls-dhs-dss.ch/articles/048491";"Johannes Thomas Freig";"German jurist and philologist";"(1543, 1, 1)";"http://www.wikidata.org/entity/Q21544013";"http://wikidata.org/entity/Q21544013";"http://www.idref.fr/03380897X/id";"http://www.idref.fr/03380897X/id";"http://viaf.org/viaf/41974320";""
"https://hls-dhs-dss.ch/articles/011097";"Antoine de La Faye";"French minister and theologian";"(1540, 1, 1)";"http://www.wikidata.org/entity/Q27070471";"http://wikidata.org/entity/Q27070471";"http://www.idref.fr/081572743/id";"http://www.idref.fr/081572743/id";"http://viaf.org/viaf/24829230";""
"https://hls-dhs-dss.ch/articles/014619";"Johann Jakob Scharandi";"(1630-1651)";"(1630, 1, 1)";"http://www.wikidata.org/entity/Q78070724";"";"http://www.idref.fr/227459709/id";"http://www.idref.fr/227459709/id";"http://viaf.org/viaf/49955065";""
"https://hls-dhs-dss.ch/articles/014567";"Paul Hermann Müller";"Swiss chemist (1899-1965)";"(1899, 1, 12)";"http://www.wikidata.org/entity/Q115475";"http://www.wikidata.org/entity/Q115475";"http://www.idref.fr/113909527/id";"";"http://viaf.org/viaf/54951575";"http://viaf.org/viaf/54951575"
"https://hls-dhs-dss.ch/articles/023937";"Arnold Käch";"Swiss military officer, skier, ski official and writer (1914-1998)";"(1914, 2, 4)";"http://www.wikidata.org/entity/Q225402";"http://www.wikidata.org/entity/Q225402";"";"";"http://viaf.org/viaf/80295892";"http://viaf.org/viaf/269155042847772402531"
"https://hls-dhs-dss.ch/articles/048577";"Filippo Turati";"Italian politician and journalist (1857-1932)";"(1857, 11, 26)";"http://www.wikidata.org/entity/Q733392";"http://www.wikidata.org/entity/Q733392";"http://www.idref.fr/02852313X/id";"";"http://viaf.org/viaf/71517185";"http://viaf.org/viaf/71517185"
"https://hls-dhs-dss.ch/articles/013521";"Ludwig Snell";"Swiss politician (1785-1854)";"(1785, 4, 6)";"http://www.wikidata.org/entity/Q1875035";"";"http://www.idref.fr/240133692/id";"http://www.idref.fr/240133692/id";"http://viaf.org/viaf/15546555";""
"https://hls-dhs-dss.ch/articles/014431";"Jakob Klaesi";"psychiatrist (1883-1980)";"(1883, 5, 29)";"http://www.wikidata.org/entity/Q116088";"http://www.wikidata.org/entity/Q116088";"";"";"http://viaf.org/viaf/32930269";"http://viaf.org/viaf/32930269"
"https://hls-dhs-dss.ch/articles/016317";"Georges Miez";"gymnast (1904-1999)";"(1904, 10, 2)";"http://www.wikidata.org/entity/Q290082";"http://www.wikidata.org/entity/Q290082";"";"";"";"http://viaf.org/viaf/240179814"
"https://hls-dhs-dss.ch/articles/009482";"Grock";"Swiss clown";"(1880, 1, 10)";"http://www.wikidata.org/entity/Q302873";"http://www.wikidata.org/entity/Q302873";"http://www.idref.fr/078838266/id";"";"http://viaf.org/viaf/50234934";"http://viaf.org/viaf/100270023"
"https://hls-dhs-dss.ch/articles/021883";"Anton Graff";"Swiss portrait artist (1736–1813)";"(1736, 11, 18)";"http://www.wikidata.org/entity/Q310213";"http://www.wikidata.org/entity/Q310213";"http://www.idref.fr/119306654/id";"";"http://viaf.org/viaf/17493289";"http://viaf.org/viaf/17493289"
"https://hls-dhs-dss.ch/articles/004745";"Adolf von Steiger";"Swiss politician and lawyer (1859-1925)";"(1859, 7, 25)";"http://www.wikidata.org/entity/Q364877";"http://www.wikidata.org/entity/Q364877";"";"";"http://viaf.org/viaf/160775024";"http://viaf.org/viaf/160775024"
"https://hls-dhs-dss.ch/articles/031462";"Symphorien Champier";"French physician";"(1471, 1, 1)";"http://www.wikidata.org/entity/Q369219";"http://wikidata.org/entity/Q369219";"http://www.idref.fr/027991156/id";"http://www.idref.fr/027991156/id";"http://viaf.org/viaf/88038642";""
"https://hls-dhs-dss.ch/articles/019319";"Jean-Luc Legrand";"Swiss politician and entrepreneur (1755-1836)";"(1755, 5, 30)";"http://www.wikidata.org/entity/Q380041";"http://www.wikidata.org/entity/Q380041";"http://www.idref.fr/156447827/id";"";"http://viaf.org/viaf/80909984";"http://viaf.org/viaf/80909984"
"https://hls-dhs-dss.ch/articles/022463";"Karl Jauslin";"Swiss painter (1842-1904)";"(1842, 5, 21)";"http://www.wikidata.org/entity/Q458811";"http://www.wikidata.org/entity/Q458811";"http://www.idref.fr/244094225/id";"";"http://viaf.org/viaf/42867339";"http://viaf.org/viaf/42867339"
"https://hls-dhs-dss.ch/articles/019896";"Luigi Ferdinando Marsigli";"Italian scholar and natural scientist (1658-1730)";"(1658, 7, 10)";"http://www.wikidata.org/entity/Q470543";"";"http://www.idref.fr/028196511/id";"http://www.idref.fr/028196511/id";"http://viaf.org/viaf/27075563";""
"https://hls-dhs-dss.ch/articles/003785";"Gottlieb Ringier";"Swiss politician (1837-1929)";"(1837, 12, 8)";"http://www.wikidata.org/entity/Q117755";"http://www.wikidata.org/entity/Q117755";"";"";"http://viaf.org/viaf/100496178";"http://viaf.org/viaf/100496178"
"https://hls-dhs-dss.ch/articles/009056";"Jean Piaget";"Swiss psychologist, biologist, logician, philosopher and academic (1896-1980)";"(1896, 8, 9)";"http://www.wikidata.org/entity/Q123190";"http://www.wikidata.org/entity/Q123190";"http://www.idref.fr/027071170/id";"";"http://viaf.org/viaf/39382513";"http://viaf.org/viaf/39382513"
"https://hls-dhs-dss.ch/articles/031012";"Emile Chambon";"Swiss artist (1905-1993)";"(1905, 1, 10)";"http://www.wikidata.org/entity/Q677280";"http://www.wikidata.org/entity/Q677280";"http://www.idref.fr/152938508/id";"";"http://viaf.org/viaf/35441074";"http://viaf.org/viaf/35441074"
"https://hls-dhs-dss.ch/articles/022516";"Barthélemy Menn";"Swiss artist (1815-1893)";"(1815, 5, 20)";"http://www.wikidata.org/entity/Q264295";"http://www.wikidata.org/entity/Q264295";"http://www.idref.fr/227849035/id";"";"http://viaf.org/viaf/18017426";"http://viaf.org/viaf/18017426"
"https://hls-dhs-dss.ch/articles/014365";"Auguste Forel";"Swiss myrmecologist, neuroanatomist and psychiatrist (1848-1931)";"(1848, 9, 1)";"http://www.wikidata.org/entity/Q22530";"http://www.wikidata.org/entity/Q22530";"http://www.idref.fr/030448379/id";"";"http://viaf.org/viaf/9892282";"http://viaf.org/viaf/9892282"
"https://hls-dhs-dss.ch/articles/014269";"Johann Konrad Ammann";"Swiss physician";"(1669, 2, 7)";"http://www.wikidata.org/entity/Q116297";"http://wikidata.org/entity/Q116297";"http://www.idref.fr/116793678/id";"http://www.idref.fr/116793678/id";"http://viaf.org/viaf/79137130";""
"https://hls-dhs-dss.ch/articles/014377";"Johannes Gessner";"Swiss scientist (1709-1790)";"(1709, 3, 18)";"http://www.wikidata.org/entity/Q117494";"http://wikidata.org/entity/Q117494";"http://www.idref.fr/114435200/id";"http://www.idref.fr/114435200/id";"http://viaf.org/viaf/27879169";""
"https://hls-dhs-dss.ch/articles/010023";"Placidus a Spescha";"Swiss mountain climber";"(1752, 12, 8)";"http://www.wikidata.org/entity/Q122134";"http://www.wikidata.org/entity/Q122134";"http://www.idref.fr/101677936/id";"";"http://viaf.org/viaf/50033540";"http://viaf.org/viaf/50033540"
"https://hls-dhs-dss.ch/articles/014280";"Gaspard Bauhin";"Swiss botanist (1560-1624)";"(1560, 1, 27)";"http://www.wikidata.org/entity/Q123612";"http://wikidata.org/entity/Q123612";"http://www.idref.fr/03469093X/id";"http://www.idref.fr/03469093X/id";"http://viaf.org/viaf/24714069";"http://viaf.org/viaf/24714069"
"https://hls-dhs-dss.ch/articles/010443";"Heinrich Bullinger";"Swiss reformer";"(1504, 7, 28)";"http://www.wikidata.org/entity/Q123839";"http://www.wikidata.org/entity/Q123839";"";"";"";"http://viaf.org/viaf/56624475"
"https://hls-dhs-dss.ch/articles/014295";"Maximilian Bircher-Benner";"Swiss physician (1867-1939)";"(1867, 8, 22)";"http://www.wikidata.org/entity/Q123925";"http://www.wikidata.org/entity/Q123925";"http://www.idref.fr/151198063/id";"";"http://viaf.org/viaf/62342406";"http://viaf.org/viaf/62342406"
"https://hls-dhs-dss.ch/articles/009049";"Johannes Niederer";"(1779-1843)";"(1779, 1, 1)";"http://www.wikidata.org/entity/Q55125285";"";"http://www.idref.fr/235181730/id";"http://www.idref.fr/235181730/id";"http://viaf.org/viaf/70663406";""
"https://hls-dhs-dss.ch/articles/014658";"Johann Kaspar Sulzer";"(1716-1799)";"(1716, 6, 17)";"http://www.wikidata.org/entity/Q55126702";"";"http://www.idref.fr/126208980/id";"http://www.idref.fr/126208980/id";"http://viaf.org/viaf/62324473";""
"https://hls-dhs-dss.ch/articles/025805";"Abraham Trembley";"Genevan naturalist (1710-1784)";"(1710, 9, 3)";"http://www.wikidata.org/entity/Q115810";"http://www.wikidata.org/entity/Q115810";"http://www.idref.fr/085101982/id";"";"http://viaf.org/viaf/61534739";"http://viaf.org/viaf/61534739"
"https://hls-dhs-dss.ch/articles/025697";"Francis de Sales";"French bishop, saint, writer and Doctor of the Church";"(1567, 1, 1)";"http://www.wikidata.org/entity/Q231256";"http://www.wikidata.org/entity/Q231256";"http://www.idref.fr/026872838/id";"";"http://viaf.org/viaf/88908024";"http://viaf.org/viaf/21144814429521288144"
"https://hls-dhs-dss.ch/articles/025633";"Jean-Robert Argand";"Swiss mathematician";"(1768, 7, 18)";"http://www.wikidata.org/entity/Q315419";"http://www.wikidata.org/entity/Q315419";"http://www.idref.fr/030500842/id";"";"http://viaf.org/viaf/92070132";"http://viaf.org/viaf/92070132"
"https://hls-dhs-dss.ch/articles/009883";"Charles Journet";"Catholic cardinal (1891-1975)";"(1891, 1, 26)";"http://www.wikidata.org/entity/Q115805";"http://www.wikidata.org/entity/Q115805";"http://www.idref.fr/026941708/id";"";"http://viaf.org/viaf/64007350";"http://viaf.org/viaf/64007350"
"https://hls-dhs-dss.ch/articles/009586";"Ferdinand Keller";"Swiss archaeologist (1800-1881)";"(1800, 12, 24)";"http://www.wikidata.org/entity/Q115829";"http://www.wikidata.org/entity/Q115829";"http://www.idref.fr/07783853X/id";"";"http://viaf.org/viaf/32348689";"http://viaf.org/viaf/32348689"
"https://hls-dhs-dss.ch/articles/005018";"Eugen Bircher";"Swiss politician and general (1882-1956)";"(1882, 2, 17)";"http://www.wikidata.org/entity/Q120184";"http://www.wikidata.org/entity/Q120184";"http://www.idref.fr/156981564/id";"";"http://viaf.org/viaf/66833408";"http://viaf.org/viaf/66833408"
"https://hls-dhs-dss.ch/articles/012335";"Jakob Stutz";"Swiss writer and poet (1801-1877)";"(1801, 11, 27)";"http://www.wikidata.org/entity/Q117880";"http://www.wikidata.org/entity/Q117880";"http://www.idref.fr/103626638/id";"";"http://viaf.org/viaf/69722618";"http://viaf.org/viaf/69722618"
"https://hls-dhs-dss.ch/articles/025803";"Johann Heinrich Lambert";"German mathematician, physicist and astronomer (1728-1777)";"(1728, 8, 26)";"http://www.wikidata.org/entity/Q122999";"http://wikidata.org/entity/Q122999";"http://www.idref.fr/032597142/id";"http://www.idref.fr/032597142/id";"http://viaf.org/viaf/2548411";"http://viaf.org/viaf/2548411"
"https://hls-dhs-dss.ch/articles/021974";"Cuno Amiet";"Swiss painter, draughtsman, graphic artist and sculptor (1868-1961)";"(1868, 3, 28)";"http://www.wikidata.org/entity/Q566797";"http://www.wikidata.org/entity/Q566797";"http://www.idref.fr/027277852/id";"";"http://viaf.org/viaf/7399068";"http://viaf.org/viaf/7399068"
"https://hls-dhs-dss.ch/articles/031979";"Victor Fayod";"Swiss mycologist (1860-1900)";"(1860, 11, 23)";"http://www.wikidata.org/entity/Q604169";"http://www.wikidata.org/entity/Q604169";"http://www.idref.fr/155323946/id";"";"http://viaf.org/viaf/197771048";"http://viaf.org/viaf/197771048"
"https://hls-dhs-dss.ch/articles/004431";"Eugène Borel";"member of the Swiss Federal Council (1835-1892)";"(1835, 6, 17)";"http://www.wikidata.org/entity/Q667709";"http://www.wikidata.org/entity/Q667709";"";"";"http://viaf.org/viaf/305855434";"http://viaf.org/viaf/305855434"
"https://hls-dhs-dss.ch/articles/003938";"Jean-Marie Musy";"Swiss politician (1876-1952)";"(1876, 4, 10)";"http://www.wikidata.org/entity/Q674180";"http://www.wikidata.org/entity/Q674180";"http://www.idref.fr/184910986/id";"";"http://viaf.org/viaf/15577562";"http://viaf.org/viaf/15577562"
"https://hls-dhs-dss.ch/articles/009431";"René Victor Auberjonois";"Swiss artist";"(1872, 8, 18)";"http://www.wikidata.org/entity/Q683105";"http://www.wikidata.org/entity/Q683105";"http://www.idref.fr/066895227/id";"";"http://viaf.org/viaf/61820882";"http://viaf.org/viaf/61820882"
"https://hls-dhs-dss.ch/articles/022037";"Angelica Kauffmann";"Swiss-Austrian painter (1741-1807)";"(1741, 10, 30)";"http://www.wikidata.org/entity/Q123098";"http://www.wikidata.org/entity/Q123098";"http://www.idref.fr/056541112/id";"";"http://viaf.org/viaf/95148968";"http://viaf.org/viaf/95148968"
"https://hls-dhs-dss.ch/articles/027579";"Philipp Anton Segesser von Brunegg";"Swiss missionary (1689-1762)";"(1689, 9, 1)";"http://www.wikidata.org/entity/Q6171760";"http://www.wikidata.org/entity/Q6171760";"http://www.idref.fr/185778798/id";"";"http://viaf.org/viaf/70001697";"http://viaf.org/viaf/70001697"
"https://hls-dhs-dss.ch/articles/015878";"Louis Bourguet";"French geologist and archaeologist";"(1678, 1, 1)";"http://www.wikidata.org/entity/Q975237";"http://wikidata.org/entity/Q975237";"http://www.idref.fr/086032402/id";"http://www.idref.fr/086032402/id";"http://viaf.org/viaf/46887859";""
"https://hls-dhs-dss.ch/articles/022159";"Johann Heinrich Bleuler";"Swiss artist (1758-1823)";"(1758, 12, 31)";"http://www.wikidata.org/entity/Q1280556";"http://www.wikidata.org/entity/Q1280556";"";"";"http://viaf.org/viaf/20474302";"http://viaf.org/viaf/20474302"
"https://hls-dhs-dss.ch/articles/003757";"Carl Feer-Herzog";"Swiss politician (1820-1880)";"(1820, 10, 23)";"http://www.wikidata.org/entity/Q1037727";"http://www.wikidata.org/entity/Q1037727";"http://www.idref.fr/244961670/id";"";"http://viaf.org/viaf/54927526";"http://viaf.org/viaf/54927526"
"https://hls-dhs-dss.ch/articles/031793";"Marianne Ehrmann";"Swiss & German novelist and publicist, editor";"(1755, 11, 25)";"http://www.wikidata.org/entity/Q1896790";"http://www.wikidata.org/entity/Q1896790";"http://www.idref.fr/034349812/id";"";"http://viaf.org/viaf/54253975";"http://viaf.org/viaf/54253975"
"https://hls-dhs-dss.ch/articles/009075";"Francesco Soave";"Swiss philosopher (1743-1806)";"(1743, 6, 10)";"http://www.wikidata.org/entity/Q3081091";"";"http://www.idref.fr/063866277/id";"http://www.idref.fr/063866277/id";"http://viaf.org/viaf/19774911";""
"https://hls-dhs-dss.ch/articles/028769";"Alexander Emanuel Agassiz";"Swiss-American zoologist and engineer (1835-1910)";"(1835, 12, 17)";"http://www.wikidata.org/entity/Q122968";"http://www.wikidata.org/entity/Q122968";"";"";"";"http://viaf.org/viaf/5016739"
"https://hls-dhs-dss.ch/articles/028851";"Albert Heim";"Swiss geologist (1849-1937)";"(1849, 4, 12)";"http://www.wikidata.org/entity/Q123898";"http://www.wikidata.org/entity/Q123898";"http://www.idref.fr/105714860/id";"";"http://viaf.org/viaf/12608356";"http://viaf.org/viaf/12608356"
"https://hls-dhs-dss.ch/articles/028934";"Ludwig Schläfli";"Swiss geometer (1814-1895)";"(1814, 1, 15)";"http://www.wikidata.org/entity/Q669576";"http://www.wikidata.org/entity/Q669576";"http://www.idref.fr/032739281/id";"";"http://viaf.org/viaf/113316205";"http://viaf.org/viaf/113316205"
"https://hls-dhs-dss.ch/articles/028788";"Samuel Elisée Bridel-Brideri";"botanist (1762-1828)";"(1762, 11, 28)";"http://www.wikidata.org/entity/Q946113";"http://www.wikidata.org/entity/Q946113";"";"";"";"http://viaf.org/viaf/12298652"
"https://hls-dhs-dss.ch/articles/015222";"Frédéric-César de La Harpe";"Swiss political leader (1754-1838)";"(1754, 4, 6)";"http://www.wikidata.org/entity/Q116280";"http://www.wikidata.org/entity/Q116280";"http://www.idref.fr/050123939/id";"";"http://viaf.org/viaf/56730398";"http://viaf.org/viaf/56730398"
"https://hls-dhs-dss.ch/articles/014297";"Théophile Bonet";"Genevan physician";"(1620, 3, 16)";"http://www.wikidata.org/entity/Q119118";"http://wikidata.org/entity/Q119118";"http://www.idref.fr/034345124/id";"http://www.idref.fr/034345124/id";"http://viaf.org/viaf/69036709";""
"https://hls-dhs-dss.ch/articles/010657";"Karl Ludwig von Haller";"Swiss jurist (1768-1854)";"(1768, 8, 1)";"http://www.wikidata.org/entity/Q125462";"http://www.wikidata.org/entity/Q125462";"http://www.idref.fr/034071474/id";"";"http://viaf.org/viaf/95145949";"http://viaf.org/viaf/95145949"
"https://hls-dhs-dss.ch/articles/028901";"Lorenz Oken";"German naturalist (1779-1851)";"(1779, 8, 1)";"http://www.wikidata.org/entity/Q55069834";"";"http://www.idref.fr/058498109/id";"http://www.idref.fr/058498109/id";"http://viaf.org/viaf/61620688";""
"https://hls-dhs-dss.ch/articles/041667";"Albert Socin";"Swiss orientalist (1844-1899)";"(1844, 10, 13)";"http://www.wikidata.org/entity/Q89647";"http://www.wikidata.org/entity/Q89647";"http://www.idref.fr/061507806/id";"";"http://viaf.org/viaf/64332052";"http://viaf.org/viaf/64332052"
"https://hls-dhs-dss.ch/articles/042842";"Adam von Bodenstein";"Swiss alchemist";"(1528, 1, 1)";"http://www.wikidata.org/entity/Q91466";"http://wikidata.org/entity/Q91466";"http://www.idref.fr/078458595/id";"http://www.idref.fr/078458595/id";"http://viaf.org/viaf/27139687";""
"https://hls-dhs-dss.ch/articles/009054";"Johann Heinrich Pestalozzi";"Swiss pedagogue and educational reformer";"(1746, 1, 12)";"http://www.wikidata.org/entity/Q105428";"http://www.wikidata.org/entity/Q105428";"http://www.idref.fr/032956010/id";"";"http://viaf.org/viaf/2554551";"http://viaf.org/viaf/2554551"
"https://hls-dhs-dss.ch/articles/016079";"Hans Knecht";"Swiss racing cyclist (1913-1986)";"(1913, 9, 26)";"http://www.wikidata.org/entity/Q115708";"http://www.wikidata.org/entity/Q115708";"";"";"http://viaf.org/viaf/308179153";"http://viaf.org/viaf/308179153"
"https://hls-dhs-dss.ch/articles/016158";"Marcel Raymond";"Swiss literary critic (1897-1981)";"(1897, 12, 20)";"http://www.wikidata.org/entity/Q115893";"http://www.wikidata.org/entity/Q115893";"http://www.idref.fr/027091341/id";"";"http://viaf.org/viaf/100196250";"http://viaf.org/viaf/100196250"
"https://hls-dhs-dss.ch/articles/015885";"Jean-Pierre de Crousaz";"French philosopher";"(1663, 4, 13)";"http://www.wikidata.org/entity/Q115938";"http://wikidata.org/entity/Q115938";"http://www.idref.fr/028302141/id";"http://www.idref.fr/028302141/id";"http://viaf.org/viaf/41851775";"http://viaf.org/viaf/41851775"
"https://hls-dhs-dss.ch/articles/041421";"Georges de Rham";"Swiss mathematician (1903–1990)";"(1903, 9, 10)";"http://www.wikidata.org/entity/Q116966";"http://www.wikidata.org/entity/Q116966";"http://www.idref.fr/032403100/id";"";"http://viaf.org/viaf/27583297";"http://viaf.org/viaf/27583297"
"https://hls-dhs-dss.ch/articles/014690";"Johann Jakob Wepfer";"Swiss pathologist (1620-1695)";"(1620, 12, 23)";"http://www.wikidata.org/entity/Q117042";"http://wikidata.org/entity/Q117042";"http://www.idref.fr/127939911/id";"http://www.idref.fr/127939911/id";"http://viaf.org/viaf/37712076";"http://viaf.org/viaf/37712076"
"https://hls-dhs-dss.ch/articles/009429";"Adolphe Appia";"Swiss architect (1862-1928)";"(1862, 9, 1)";"http://www.wikidata.org/entity/Q124077";"http://www.wikidata.org/entity/Q124077";"http://www.idref.fr/030821924/id";"";"http://viaf.org/viaf/73903825";"http://viaf.org/viaf/73903825"
"https://hls-dhs-dss.ch/articles/044727";"Hans Schwarzenbach";"Swiss equestrian (1913-1993)";"(1913, 5, 24)";"http://www.wikidata.org/entity/Q1582454";"http://www.wikidata.org/entity/Q1582454";"";"";"http://viaf.org/viaf/220960675";"http://viaf.org/viaf/220960675"
"https://hls-dhs-dss.ch/articles/027867";"Herbert Leupin";"Swiss graphic designer (1916-1999)";"(1916, 12, 20)";"http://www.wikidata.org/entity/Q1608727";"http://www.wikidata.org/entity/Q1608727";"http://www.idref.fr/163817693/id";"";"http://viaf.org/viaf/64814706";"http://viaf.org/viaf/64814706"
"https://hls-dhs-dss.ch/articles/044453";"Max Holzmann";"Swiss cardiologist (1899-1994)";"(1899, 3, 31)";"http://www.wikidata.org/entity/Q1667420";"http://www.wikidata.org/entity/Q1667420";"http://www.idref.fr/193007630/id";"";"http://viaf.org/viaf/120900963";"http://viaf.org/viaf/120900963"
"https://hls-dhs-dss.ch/articles/014640";"Nicholas Senn";"American surgeon (1844-1908)";"(1844, 10, 31)";"http://www.wikidata.org/entity/Q12068711";"http://www.wikidata.org/entity/Q12068711";"http://www.idref.fr/154389056/id";"";"http://viaf.org/viaf/10629111";"http://viaf.org/viaf/10629111"
"https://hls-dhs-dss.ch/articles/015853";"Paganino Gaudenzi";"Swiss theologian, priest and preacher (1595-1649)";"(1595, 6, 3)";"http://www.wikidata.org/entity/Q2046132";"http://wikidata.org/entity/Q2046132";"http://www.idref.fr/030321212/id";"http://www.idref.fr/030321212/id";"http://viaf.org/viaf/88607494";""
"https://hls-dhs-dss.ch/articles/011751";"Renward Cysat";"Swiss pharmacist and civil law notary (1545-1614)";"(1545, 10, 11)";"http://www.wikidata.org/entity/Q2144421";"http://wikidata.org/entity/Q2144421";"http://www.idref.fr/120568497/id";"http://www.idref.fr/120568497/id";"http://viaf.org/viaf/22267153";""
"https://hls-dhs-dss.ch/articles/015881";"Jean-Louis Calandrini";"Genevan mathematician";"(1703, 8, 30)";"http://www.wikidata.org/entity/Q3166677";"http://www.wikidata.org/entity/Q3166677";"http://www.idref.fr/074213598/id";"";"http://viaf.org/viaf/20112405";"http://viaf.org/viaf/20112405"
"https://hls-dhs-dss.ch/articles/014575";"Jean-Louis Prevost";"Swiss biologist (1790-1850)";"(1790, 9, 1)";"http://www.wikidata.org/entity/Q3166942";"";"http://www.idref.fr/080730353/id";"http://www.idref.fr/080730353/id";"http://viaf.org/viaf/3255071";""
"https://hls-dhs-dss.ch/articles/025825";"Antoine Achard";"minister";"(1696, 1, 1)";"http://www.wikidata.org/entity/Q4775427";"http://wikidata.org/entity/Q4775427";"http://www.idref.fr/257433287/id";"http://www.idref.fr/257433287/id";"http://viaf.org/viaf/42148522";""
"https://hls-dhs-dss.ch/articles/010040";"Joan Antidea Thouret";"French saint";"(1765, 11, 27)";"http://www.wikidata.org/entity/Q185924";"http://www.wikidata.org/entity/Q185924";"";"";"";"http://viaf.org/viaf/9855708"
"https://hls-dhs-dss.ch/articles/025208";"Carlo Francesco Gianella";"abbot (1740-1810)";"(1740, 1, 13)";"http://www.wikidata.org/entity/Q41569776";"http://wikidata.org/entity/Q41569776";"http://www.idref.fr/249964538/id";"http://www.idref.fr/249964538/id";"http://viaf.org/viaf/266742859";""
